seqnames,start,end,width,strand,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,refseq,ensembl
chr18,13529144,13531308,2165,*,753,13208795,13642753,+,inside,320349,111445,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,13531578,13532826,1249,*,753,13208795,13642753,+,inside,322783,109927,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,13557780,13558283,504,*,753,13208795,13642753,+,inside,348985,84470,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,13609074,13609471,398,*,753,13208795,13642753,+,inside,400279,33282,Overlapping,LDLRAD4,NM_001003674;NM_001003675;NM_001276249;NM_001276251;NM_004338;NM_181481;NM_181482;NM_181483;NP_001003674;NP_001003675;NP_001263178;NP_001263180;NP_852146;NP_852147;XM_005258140;XM_006722353;XM_006722354;XM_011525737;XM_011525738;XM_017025961;XM_017025962;XM_017025963;XM_017025964;XM_017025965;XM_017025966;XM_017025967;XM_017025968;XM_017025969;XM_017025970;XM_017025971;XM_017025972;XM_024451248;XM_024451249;XM_024451250;XM_024451251;XM_024451252;XM_024451253;XM_024451254;XM_024451255;XM_024451256;XM_024451257;XM_024451258;XM_024451259;XM_024451260;XP_005258197;XP_006722416;XP_006722417;XP_011524039;XP_011524040;XP_016881450;XP_016881451;XP_016881452;XP_016881453;XP_016881454;XP_016881455;XP_016881456;XP_016881457;XP_016881458;XP_016881459;XP_016881460;XP_016881461;XP_024307016;XP_024307017;XP_024307018;XP_024307019;XP_024307020;XP_024307021;XP_024307022;XP_024307023;XP_024307024;XP_024307025;XP_024307026;XP_024307027;XP_024307028;XR_001753267;XR_001753268;XR_001753269;XR_001753270;XR_001753271;XR_001753272;XR_001753273;XR_001753274;XR_001753275;XR_001753276;XR_001753277;XR_001753278,ENSG00000168675
chr18,17021937,17022401,465,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,17163970,17164791,822,*,80000,17076201,17342674,+,inside,87769,87769,Overlapping,GREB1L,NM_001142966;NM_024935;NP_001136438;XM_006722547;XM_011526179;XM_017025988;XM_017025989;XM_017025990;XM_017025991;XM_017025992;XM_017025993;XM_017025994;XM_017025995;XM_017025996;XP_006722610;XP_011524481;XP_016881477;XP_016881478;XP_016881479;XP_016881480;XP_016881481;XP_016881482;XP_016881483;XP_016881484;XP_016881485,ENSG00000141449
chr18,17238238,17238944,707,*,80000,17076201,17342674,+,inside,162037,103730,Overlapping,GREB1L,NM_001142966;NM_024935;NP_001136438;XM_006722547;XM_011526179;XM_017025988;XM_017025989;XM_017025990;XM_017025991;XM_017025992;XM_017025993;XM_017025994;XM_017025995;XM_017025996;XP_006722610;XP_011524481;XP_016881477;XP_016881478;XP_016881479;XP_016881480;XP_016881481;XP_016881482;XP_016881483;XP_016881484;XP_016881485,ENSG00000141449
chr18,17814602,17815179,578,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18057517,18058071,555,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18304188,18305337,1150,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18305609,18306329,721,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18376066,18376933,868,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18447024,18447739,716,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18705598,18706205,608,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,18933360,18934628,1269,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,19091627,19092272,646,*,91768,18968526,19094432,+,inside,123101,2160,Overlapping,CABLES1,NM_001100619;NM_001256438;NM_138375;NP_001094089;NP_001243367;NP_612384;NR_023359,ENSG00000134508
chr18,19093456,19095161,1706,*,91768,18968526,19094432,+,overlapEnd,124930,729,Overlapping,CABLES1,NM_001100619;NM_001256438;NM_138375;NP_001094089;NP_001243367;NP_612384;NR_023359,ENSG00000134508
chr18,19115341,19116029,689,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,19235427,19236052,626,*,85019,19129977,19271923,-,inside,36496,35871,Overlapping,TMEM241,NM_001318834;NM_032933;NP_001305763;NP_116322;NR_134875;NR_134876;NR_134877;NR_148382;NR_148383;NR_148384;NR_148385;XM_011526233;XM_017026043;XM_017026044;XM_017026045;XM_017026046;XM_017026047;XM_017026048;XM_017026049;XM_017026050;XM_017026051;XM_024451277;XP_011524535;XP_016881532;XP_016881533;XP_016881534;XP_016881535;XP_016881536;XP_016881537;XP_016881538;XP_016881539;XP_016881540;XP_024307045;XR_001753287;XR_001753288;XR_001753289;XR_001753290;XR_001753291;XR_001753292;XR_001753293;XR_001753294;XR_935259;XR_935260,ENSG00000134490
chr18,19286774,19287283,510,*,8780,19286785,19317097,+,overlapStart,-11,11,Overlapping,RIOK3,NM_001348193;NM_003831;NM_145906;NP_001335122;NP_003822;NR_145477;XM_011526242;XM_011526243;XP_011524544;XP_011524545;XR_002958189,ENSG00000101782
chr18,19460446,19461740,1295,*,147463,19433976,19496847,-,inside,36401,26470,Overlapping,ANKRD29,NM_001308238;NM_173505;NP_001295167;NP_775776;XM_011525830;XM_011525831;XM_011525832;XM_017025561;XP_011524132;XP_011524133;XP_011524134;XP_016881050;XR_001753143;XR_001753144;XR_001753145;XR_001753146;XR_001753147;XR_935195;XR_935196;XR_935197;XR_935198;XR_935199;XR_935200;XR_935201;XR_935202;XR_935203;XR_935204,ENSG00000154065
chr18,19463066,19463957,892,*,147463,19433976,19496847,-,inside,33781,29090,Overlapping,ANKRD29,NM_001308238;NM_173505;NP_001295167;NP_775776;XM_011525830;XM_011525831;XM_011525832;XM_017025561;XP_011524132;XP_011524133;XP_011524134;XP_016881050;XR_001753143;XR_001753144;XR_001753145;XR_001753146;XR_001753147;XR_935195;XR_935196;XR_935197;XR_935198;XR_935199;XR_935200;XR_935201;XR_935202;XR_935203;XR_935204,ENSG00000154065
chr18,19556460,19557144,685,*,3909,19523560,19789027,+,inside,32900,32900,Overlapping,LAMA3,NM_000227;NM_001127717;NM_001127718;NM_001302996;NM_198129;NP_000218;NP_001121189;NP_001121190;NP_001289925;NP_937762;NR_130106;XM_011525978;XM_011525979;XM_011525980;XM_011525981;XM_011525982;XM_017025743;XM_017025744;XP_011524280;XP_011524281;XP_011524282;XP_011524283;XP_011524284;XP_016881232;XP_016881233;XR_001753199,ENSG00000053747
chr18,19885200,19885988,789,*,125488,19826735,19966989,+,inside,58465,58465,Overlapping,TTC39C,NM_001135993;NM_001243425;NM_001292030;NM_153211;NP_001129465;NP_001230354;NP_001278959;NP_694943;XM_005258198;XM_006722392;XM_011525814;XM_017025550;XP_005258255;XP_006722455;XP_011524116;XP_016881039,ENSG00000168234
chr18,20167038,20167488,451,*,114876,19996009,20231788,-,inside,64750,64300,Overlapping,OSBPL1A,NM_001242508;NM_018030;NM_080597;NM_133268;NP_001229437;NP_060500;NP_542164;XM_006722380;XM_006722382;XM_017025530;XM_017025531;XM_017025532;XM_017025533;XP_006722443;XP_006722445;XP_016881019;XP_016881020;XP_016881021;XP_016881022;XR_001753139;XR_002958162,ENSG00000141447
chr18,21002628,21003101,474,*,25925,20895889,21186114,-,inside,183486,106739,Overlapping,ZNF521,NM_001308225;NM_015461;NP_001295154;NP_056276;XM_011525909;XM_011525910;XM_011525911;XM_017025697;XM_017025698;XM_024451141;XM_024451142;XP_011524211;XP_011524212;XP_011524213;XP_016881186;XP_016881187;XP_024306909;XP_024306910,ENSG00000198795
chr18,22409252,22410345,1094,*,284252,22288872,22474306,-,inside,65054,63961,Overlapping,KCTD1,NM_001136205;NM_001142730;NM_001258221;NM_001258222;NM_001351443;NM_198991;NP_001129677;NP_001136202;NP_001245150;NP_001245151;NP_001338372;NP_945342;XR_002958168,ENSG00000134504
chr18,22576486,22577065,580,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,22579077,22579792,716,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,22598554,22599233,680,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,23733665,23734350,686,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,24837904,24838502,599,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,27459296,27459723,428,*,9331,27456207,27518684,-,inside,59388,3089,Overlapping,B4GALT6,NM_001330570;NM_004775;NP_001317499;NP_004766;XM_005258387;XM_006722578;XM_006722579;XM_017026089;XM_017026090;XM_017026091;XM_017026092;XP_005258444;XP_006722641;XP_006722642;XP_016881578;XP_016881579;XP_016881580;XP_016881581,ENSG00000118276
chr18,28468116,28468756,641,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,28469163,28469597,435,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,30543088,30543568,481,*,1837,30327252,30725806,+,inside,215836,182238,Overlapping,DTNA,NM_001128175;NM_001198938;NM_001198939;NM_001198940;NM_001198941;NM_001198942;NM_001198943;NM_001198944;NM_001198945;NM_001390;NM_001391;NM_001392;NM_032975;NM_032978;NM_032979;NM_032980;NM_032981;NP_001121647;NP_001185867;NP_001185868;NP_001185869;NP_001185870;NP_001185871;NP_001185872;NP_001185873;NP_001185874;NP_001381;NP_001382;NP_001383;NP_116757;NP_116760;NP_116761;NP_116762;NP_116763;XM_005258221;XM_011525853;XM_017025575;XM_017025576;XM_017025577;XM_017025578;XM_017025579;XM_017025580;XM_017025581;XM_017025582;XM_017025584;XM_017025585;XM_017025586;XM_017025587;XM_017025588;XM_017025589;XM_017025590;XM_017025591;XM_017025593;XM_017025594;XM_017025595;XM_017025597;XM_017025598;XM_017025599;XM_017025600;XM_017025601;XM_017025602;XM_024451096;XM_024451097;XM_024451098;XP_005258278;XP_011524155;XP_016881064;XP_016881065;XP_016881066;XP_016881067;XP_016881068;XP_016881069;XP_016881070;XP_016881071;XP_016881073;XP_016881074;XP_016881075;XP_016881076;XP_016881077;XP_016881078;XP_016881079;XP_016881080;XP_016881082;XP_016881083;XP_016881084;XP_016881086;XP_016881087;XP_016881088;XP_016881089;XP_016881090;XP_016881091;XP_024306864;XP_024306865;XP_024306866;XR_001753152;XR_001753153;XR_001753154;XR_001753155;XR_001753156;XR_001753157;XR_001753158;XR_001753159;XR_001753160;XR_001753161;XR_001753162;XR_001753163;XR_002958166,ENSG00000134769
chr18,31292028,31293338,1311,*,125476,31287288,31331953,-,inside,39925,4740,Overlapping,INO80C,NM_001098817;NM_001308064;NM_194281;NP_001092287;NP_001294993;NP_919257;XM_005258196;XM_005258197;XM_011525812;XM_017025549;XM_024451089;XP_005258253;XP_005258254;XP_011524114;XP_016881038;XP_024306857,ENSG00000153391
chr18,31708110,31708450,341,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,31932988,31933897,910,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,35357104,35357662,559,*,647946,35040886,35634280,-,inside,277176,276618,Overlapping,MIR924HG,NR_024391,ENSG00000267374
chr18,39710201,39711263,1063,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,39900293,39901034,742,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,40563441,40564186,746,*,26040,40514136,40902471,+,inside,49305,49305,Overlapping,SETBP1,NM_001130110;NM_015559;NP_001123582;NP_056374;XM_024451149;XM_024451150;XM_024451151;XM_024451152;XM_024451153;XM_024451154;XM_024451155;XM_024451156;XM_024451157;XM_024451158;XP_024306917;XP_024306918;XP_024306919;XP_024306920;XP_024306921;XP_024306922;XP_024306923;XP_024306924;XP_024306925;XP_024306926,ENSG00000152217
chr18,40665571,40666011,441,*,26040,40514136,40902471,+,inside,151435,151435,Overlapping,SETBP1,NM_001130110;NM_015559;NP_001123582;NP_056374;XM_024451149;XM_024451150;XM_024451151;XM_024451152;XM_024451153;XM_024451154;XM_024451155;XM_024451156;XM_024451157;XM_024451158;XP_024306917;XP_024306918;XP_024306919;XP_024306920;XP_024306921;XP_024306922;XP_024306923;XP_024306924;XP_024306925;XP_024306926,ENSG00000152217
chr18,40751859,40752456,598,*,26040,40514136,40902471,+,inside,237723,150015,Overlapping,SETBP1,NM_001130110;NM_015559;NP_001123582;NP_056374;XM_024451149;XM_024451150;XM_024451151;XM_024451152;XM_024451153;XM_024451154;XM_024451155;XM_024451156;XM_024451157;XM_024451158;XP_024306917;XP_024306918;XP_024306919;XP_024306920;XP_024306921;XP_024306922;XP_024306923;XP_024306924;XP_024306925;XP_024306926,ENSG00000152217
chr18,40844984,40845551,568,*,26040,40514136,40902471,+,inside,330848,56920,Overlapping,SETBP1,NM_001130110;NM_015559;NP_001123582;NP_056374;XM_024451149;XM_024451150;XM_024451151;XM_024451152;XM_024451153;XM_024451154;XM_024451155;XM_024451156;XM_024451157;XM_024451158;XP_024306917;XP_024306918;XP_024306919;XP_024306920;XP_024306921;XP_024306922;XP_024306923;XP_024306924;XP_024306925;XP_024306926,ENSG00000152217
chr18,41193254,41194042,789,*,8170,41001971,41517058,+,inside,191283,191283,Overlapping,SLC14A2,NM_001242692;NM_007163;NP_001229621;NP_009094;XM_017026016;XM_024451270;XM_024451271;XP_016881505;XP_024307038;XP_024307039,ENSG00000132874;ENSG00000285096
chr18,41626974,41627829,856,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,41636316,41637610,1295,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,41947553,41948426,874,*,115106,41938323,41962297,+,inside,9230,9230,Overlapping,HAUS1,NM_138443;NP_612452;NR_026978,ENSG00000152240
chr18,42107568,42108300,733,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44088394,44088933,540,*,201501,43807743,44189661,-,inside,101267,100728,Overlapping,ZBTB7C,NM_001039360;NM_001318841;NP_001034449;NP_001305770;XM_005258229;XM_011525861;XM_011525863;XM_011525864;XM_011525865;XM_011525866;XM_011525869;XM_011525870;XM_011525871;XM_017025605;XM_017025606;XM_017025607;XM_017025608;XM_017025609;XP_005258286;XP_011524163;XP_011524165;XP_011524166;XP_011524167;XP_011524168;XP_011524171;XP_011524172;XP_011524173;XP_016881094;XP_016881095;XP_016881096;XP_016881097;XP_016881098,ENSG00000184828
chr18,44233692,44234341,650,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44676989,44677670,682,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44754904,44755483,580,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44763333,44763736,404,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44771036,44771701,666,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44771939,44772634,696,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,44777246,44778021,776,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,45093273,45093669,397,*,54808,44824170,45241077,-,inside,147804,147408,Overlapping,DYM,NM_001353210;NM_001353211;NM_001353212;NM_001353213;NM_001353214;NM_001353215;NM_001353216;NM_017653;NP_001340139;NP_001340140;NP_001340141;NP_001340142;NP_001340143;NP_001340144;NP_001340145;NP_060123;XM_006722488;XM_006722492;XM_011526036;XM_011526037;XM_011526038;XM_011526039;XM_011526040;XM_011526041;XM_011526042;XM_017025795;XM_017025796;XM_017025800;XM_017025801;XP_006722551;XP_006722555;XP_011524338;XP_011524339;XP_011524340;XP_011524341;XP_011524342;XP_011524343;XP_011524344;XP_016881284;XP_016881285;XP_016881289;XP_016881290;XR_002958177,ENSG00000141627
chr18,46155054,46155455,402,*,220134,46155390,46174536,+,overlapStart,-336,65,Overlapping,SKA1,NM_001039535;NM_145060;NP_001034624;NP_659497,ENSG00000154839;ENSG00000262634
chr18,47271856,47272415,560,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,49946929,49947510,582,*,8932,49934573,50005156,-,inside,58227,12356,Overlapping,MBD2,NM_003927;NM_015832;NP_003918;NP_056647,ENSG00000134046
chr18,50040780,50041814,1035,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,50490860,50491427,568,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,52959663,52960486,824,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,53060366,53061112,747,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,53399698,53400333,636,*,2235,53363071,53404967,-,inside,5269,4634,Overlapping,FECH,NM_000140;NM_001012515;NP_000131;NP_001012533;XM_011525881;XM_011525882;XM_017025614;XP_011524183;XP_011524184;XP_016881103,ENSG00000066926
chr18,53530398,53531346,949,*,5205,53464657,53550037,-,inside,19639,18691,Overlapping,ATP8B1,NM_005603;NP_005594;XM_006722481;XM_011526023;XP_006722544;XP_011524325,ENSG00000081923
chr18,53546393,53546828,436,*,5205,53464657,53550037,-,inside,3644,3209,Overlapping,ATP8B1,NM_005603;NP_005594;XM_006722481;XM_011526023;XP_006722544;XP_011524325,ENSG00000081923
chr18,53611580,53612955,1376,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,53906033,53906623,591,*,23327,53862778,54216369,+,inside,43255,43255,Overlapping,NEDD4L,NM_001144964;NM_001144965;NM_001144966;NM_001144967;NM_001144968;NM_001144969;NM_001144970;NM_001144971;NM_001243960;NM_015277;NP_001138436;NP_001138437;NP_001138438;NP_001138439;NP_001138440;NP_001138441;NP_001138442;NP_001138443;NP_001230889;NP_056092;XM_005266658;XM_005266660;XM_005266663;XM_006722421;XM_006722424;XM_006722425;XM_006722426;XM_006722428;XM_006722430;XM_011525887;XM_017025676;XM_017025677;XM_017025678;XM_017025679;XM_017025680;XM_017025681;XM_024451129;XM_024451130;XM_024451131;XM_024451132;XM_024451133;XM_024451134;XM_024451135;XM_024451136;XM_024451137;XP_005266715;XP_005266717;XP_005266720;XP_006722484;XP_006722487;XP_006722488;XP_006722489;XP_006722491;XP_006722493;XP_011524189;XP_016881165;XP_016881166;XP_016881167;XP_016881168;XP_016881169;XP_016881170;XP_024306897;XP_024306898;XP_024306899;XP_024306900;XP_024306901;XP_024306902;XP_024306903;XP_024306904;XP_024306905,ENSG00000049759
chr18,54041816,54042786,971,*,23327,53862778,54216369,+,inside,179038,173583,Overlapping,NEDD4L,NM_001144964;NM_001144965;NM_001144966;NM_001144967;NM_001144968;NM_001144969;NM_001144970;NM_001144971;NM_001243960;NM_015277;NP_001138436;NP_001138437;NP_001138438;NP_001138439;NP_001138440;NP_001138441;NP_001138442;NP_001138443;NP_001230889;NP_056092;XM_005266658;XM_005266660;XM_005266663;XM_006722421;XM_006722424;XM_006722425;XM_006722426;XM_006722428;XM_006722430;XM_011525887;XM_017025676;XM_017025677;XM_017025678;XM_017025679;XM_017025680;XM_017025681;XM_024451129;XM_024451130;XM_024451131;XM_024451132;XM_024451133;XM_024451134;XM_024451135;XM_024451136;XM_024451137;XP_005266715;XP_005266717;XP_005266720;XP_006722484;XP_006722487;XP_006722488;XP_006722489;XP_006722491;XP_006722493;XP_011524189;XP_016881165;XP_016881166;XP_016881167;XP_016881168;XP_016881169;XP_016881170;XP_024306897;XP_024306898;XP_024306899;XP_024306900;XP_024306901;XP_024306902;XP_024306903;XP_024306904;XP_024306905,ENSG00000049759
chr18,54367833,54368730,898,*,115701,54299462,54447169,-,inside,79336,68371,Overlapping,ALPK2,NM_052947;NP_443179;XM_011525801;XM_011525802;XM_017025535;XM_017025536;XM_017025537;XM_017025538;XM_017025539;XP_011524103;XP_011524104;XP_016881024;XP_016881025;XP_016881026;XP_016881027;XP_016881028,ENSG00000198796
chr18,55772457,55772962,506,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,55871839,55872615,777,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,57467115,57467645,531,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,57617069,57617781,713,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr18,58254603,58255386,784,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
